[2023-02-24 00:41:18,256] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 00:42:02,347] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 02:14:57,157] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 02:15:46,971] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 02:58:44,555] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 02:59:21,931] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 03:17:59,555] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 03:18:56,363] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 03:36:48,540] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 03:37:41,677] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 04:10:19,025] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 04:11:01,081] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 04:39:32,171] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 04:40:26,643] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 05:08:15,271] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 05:08:49,144] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 05:33:24,714] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 05:34:13,215] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 06:11:13,230] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 06:11:48,945] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 06:39:17,615] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 06:39:54,318] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 07:08:10,071] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 07:08:41,848] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 07:32:56,460] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 07:33:40,476] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 08:11:08,019] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 08:11:39,002] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 08:38:40,022] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 08:39:12,118] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 09:08:26,063] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-02-24 09:08:58,110] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-02-24 09:33:11,995] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
